"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Claims on central government (annual growth as % of broad money)","FM.AST.CGOV.ZG.M3","","16.195652173913","4.86666666666667","7.421875","16.2289189936411","-0.74280408542247","9.77588046958378","11.4274721046556","29.8898678414097","33.9590116835855","24.9471777844854","-13.6321862554886","-1.38209041174777","-9.20943364889553","-135.530253266185","26.0782347041123","31.2284701742212","34.5480666468104","8.92603546441181","2.25900811062359","2.29774185687596","19.1759497981223","26.4421972714566","30.8335579716656","12.3351651238297","2.22853027157565","2.28955210987777","9.87113008998017","21.91144611253","-19.2181910024007","25.5298045463663","2.23911854039441","74.169192452961","72.8631404696845","51.8672109053784","-9.40672142824521","-47.8527934398805","-17.310651124804","21.7712393088867","7.01788120848339","-42.9884294096566","12.1701056886521","28.3031970473813","10.0051619715608","-45.3406780194465","-26.5101232901244","-37.3023212031035","0.300849461033986","-17.9433133740475","12.2752150164882","19.7463857640628","3.84687642020268","0.0861967756608825","5.96448222987781","-6.23866031912613","9.50820431385413","9.32122028406021","-2.81527026485794","4.22792024979252","15.8259883909037","4.00154007379768","5.97535063842267","22.2154975126061","","",
"Nigeria","NGA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","343000000","307070650","289024970","210030680","228053520","239053520","215353490","112359200","121194900","132459200","223498270","431942650.768961","390711738.557593","622853179.452631","5708969927.07708","5665692312.30902","5256784369.24904","4335987601.42271","2028808603.51189","5899642026.01849","10639786873.239","4168449635.50454","1926433779.02942","1251986799.03879","1674113904.67394","1891868244.28822","1349903027.04366","1497832058.99218","932989776.537121","2041078373.82711","4128789618.08766","4678023330.16922","1196052750.4125","1640443738.8763","1649172399.19862","1709113521.06349","4329391828.01769","7781250308.62295","7298545693.37429","5649725440.52047","10099448197.5379","10646598366.0477","7566806239.09119","7415087386.00119","17256543969.1635","28632051717.2055","42735039033.3081","51906164585.6826","53598093556.5368","43129830238.1048","33305051215.6973","33691784435.7376","44973806131.6587","43675023637.5805","35070259874.4871","29011450144.31","28020197619.3379","40499220796.3652","42838869124.791","38335890478.7729","36729565817.615","40476363167.0316","35563949955.4969","32034797236.9329","38612493466.5986",
"Nigeria","NGA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0479726552759","29.1153597558538","30.2888636722794","27.1031621215201","30.2649802563155","26.1260555032249","30.6557380252558","29.5118504319718","23.5159598686816","21.51230760241","18.3234696757112","25.1374526132887","29.3053355561171","35.1673138139344","33.7409112665528","","",
"Nigeria","NGA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.50262123548539","7.19359013817042","37.2532872694237","20.1430996066243","5.77162860434222","3.70522490674831","3.39339117622511","2.96313378497792","4.86088556171331","12.8150641172054","14.8096296761859","11.6745261102871","6.03472340059305","6.02451546227795","4.93379152270911","4.01492747084238","","",
"Nigeria","NGA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","4805.46457426737","4705.60259691348","4606.70275250489","4509.09834029271","4412.34334883364","4317.39840839205","4226.18180823786","4136.03760822265","4045.25457409382","3953.92422327485","3862.64477140169","3771.21856501618","3678.29780494333","3583.05880509626","3485.20989676603","3386.55750284996","3286.99855238204","3187.81271216625","3090.98509023481","2996.01539442183","2905.2913282194","2819.6435661775","2747.44878867345","2677.92954556396","2603.12457636651","2533.359152963","2466.74592101797","2401.64946589381","2337.85707619724","2275.51374742364","2216.20177472235","2158.77718264339","2102.31783014088","2047.51506067769","1994.23516244823","1942.77552066626","1892.85592663297","1844.02926769826","1796.05699660911","1748.65990538215","1701.79873580995","1655.77812734925","1610.75613090955","1566.74202270436","1523.95660121903","1482.45205404599","1441.92568300676","1402.32862950855","1363.78112302797","1326.18922598352","1289.53505889307","1254.25207770971","1220.66103235678","1188.83091739312","1159.05922948952","1130.76041847345","1103.59523913808","1078.37095038466","1054.96490807215","1032.72871023806","1011.30610018101","990.36124865033","","",
"Nigeria","NGA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.333333333","4.6143709","4.895766249","5.174657126","5.455873584","5.737090042","6.0183065","6.299522958","6.580739416","6.861955874","7.143709004","7.42438879","7.705784138","7.986821705","8.183410853","8.38","8.576589147","8.773178295","8.969767442","9.109457364","9.249147287","9.388837209","9.528527132","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","9.668217054","","",
"Nigeria","NGA","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4099306516226","22.5885070453259","21.6988207548841","22.9470696547654","21.8422833815328","21.733608874421","20.2964287120967","19.0384568894087","18.211638465935","18.1981199648035","17.9937886731319","17.7604378768187","17.2118275728836","17.439138973442","18.0274023168412","20.3031115564935","21.2952485800992","22.7438524576106","23.6776509794257","24.7272927758444","25.9590294374625","27.3026685632599","29.0645327918902","30.9377857739564","32.5799399928921","33.9580913853475","36.2235495547464","38.5091536185977","39.530683354765","38.8915240102485","39.204945598212","39.9587615681313","40.841222557388","40.1084276626215","41.5712568380289","42.9230216678156","","",
"Nigeria","NGA","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","4.76211297866181","5.0167245388113","5.28781552130028","5.57711823644579","5.79218981728889","5.96380512823707","6.142571748031","6.33135770488878","6.52731675982514","6.72648408400994","6.93027914812363","7.14469383419124","7.41215603329785","7.68320681791971","7.95721484072477","8.23170621604532","8.51046650840972","8.79017184458178","9.07557729845768","9.37143181786204","9.67749575301261","9.99971170570666","10.3455503810914","10.7496818056482","10.9803387503324","11.188634621465","11.419430472663","11.6656767685977","11.9216086400263","12.1842319389486","12.4571074667998","12.6985503693827","12.8593697327912","12.9569805175733","13.0600729615779","13.1676866262114","13.2829760057817","13.4027835020253","13.526340172468","13.6514887118224","13.7768376370227","13.8998639292554","14.0250970561321","14.1533744787017","14.2858103967795","14.4226425251622","14.5456089253649","14.6151512422474","14.6859779459774","14.7576045052516","14.8313147913197","14.9065193862807","14.9893758889902","15.0826257996276","15.1905393373526","15.3178865737086","15.4587188023968","15.6096315780125","15.7834480842825","15.9852622070646","16.2104411573588","16.4564052984642","16.7180731373805","16.9922966372056","17.2796210244206",
"Nigeria","NGA","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.10729","","71.59477","","69.08224","","66.56972","","64.0572","","61.54467","","59.03215","","56.51963","","54.00711","","51.49458","","48.98206","","48.49726","","",
"Nigeria","NGA","Population density (people per sq. km of land area)","EN.POP.DNST","","50.4949767778912","51.566577730931","52.6736442790167","53.8138234680545","54.9938667281531","56.2032499972551","57.4163235504024","58.6677020543057","59.9843143713561","61.3698716470679","62.8201236316523","64.3430811291545","65.9685090637592","67.7219759104933","69.6233022607244","71.6514696355831","73.8217003195099","76.1185941565928","78.5030710278116","80.9915137740593","83.5206506582342","86.0576226709268","88.318960879256","90.6117274394194","93.2156010847964","95.7826377680424","98.3691996881759","101.035486456515","103.792410817221","106.636060695895","109.489950261866","112.402439693885","115.421093140969","118.5103966973","121.676634056897","124.899567399014","128.193497809546","131.587836665678","135.102517649901","138.764445469218","142.585499083193","146.548512796864","150.64466769876","154.876692249415","159.224889928302","163.682745369303","168.28316808854","173.034919902939","177.925781481603","182.969230431393","188.170007795602","193.463360672837","198.787227291193","204.109616039176","209.352391932101","214.591719094832","219.873929751749","225.017024056568","230.009377779242","234.961824609945","239.939047179859","245.013445765671","250.20910328623","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.N2O.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88405894623511","5.79772559047169","8.62526074961309","11.0901016082363","12.34573716439","16.1247560729426","16.8959020254357","21.2751497207456","24.3139761792611","26.5412825516452","32.8006190700491","33.4741941995828","37.8938160285311","40.4185451853845","45.7216876387861","48.3372585963259","50.9770540340488","62.3154565641612","61.4911513357109","73.1559114460669","79.659511472983","82.5570284637642","92.9116479375547","90.8579503398156","90.3600026916089","98.6589058609784","108.293519951551","110.979072740731","113.686831303412","120.009420631182","131.221990444788","137.75923558307","143.31000605612","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e)","EN.GHG.N2O.MT.CE.AR5","","","","","","","","","","","8.1713","8.4223","8.6329","9.1241","9.5274","9.8061","10.333","10.5929","10.945","11.4611","11.962","12.2959","12.7346","12.9757","13.2406","13.5648","13.8904","13.9622","14.3261","14.7685","14.861","15.2896","15.7226","16.1428","16.5091","16.6957","17.2573","17.3719","18.0227","18.4743","18.8053","19.7355","19.8356","20.4924","20.8676","21.6557","22.0444","22.4367","24.1217","23.9992","25.7327","26.6992","27.1298","28.6686","28.3634","28.2894","29.5227","30.9545","31.3536","31.756","32.6956","34.3619","35.3334","36.1583","",
"Nigeria","NGA","Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e)","EN.GHG.N2O.BU.MT.CE.AR5","","","","","","","","","","","1.3228","1.3228","1.3577","1.3971","1.4332","1.4738","1.5197","1.5738","1.6282","1.6167","1.6638","1.7127","1.7636","1.8149","1.8669","1.92","1.973","2.0287","2.0816","2.1366","2.2622","2.3163","2.3738","2.4293","2.4879","2.5499","2.6128","2.6761","2.7428","2.8079","2.8809","2.9542","3.0256","3.102","3.1722","3.2607","3.3456","3.441","3.5322","3.6223","3.7508","3.8639","4.0243","4.1052","4.2268","4.2997","4.3619","4.4367","4.512","4.5888","4.6674","4.747","4.7738","4.7735","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Waste (Mt CO2e)","EN.GHG.CO2.WA.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e)","EN.GHG.CO2.PI.MT.CE.AR5","","","","","","","","","","","0.5913","0.5913","0.8082","0.8963","1.1319","1.3869","1.7457","1.7789","2.116","2.2224","3.2211","4.6665","5.7977","6.1049","5.6488","5.6986","6.1226","5.9914","6.3041","6.0516","5.6987","5.0383","5.4296","5.7317","4.9594","5.3823","5.6845","5.9721","5.9721","6.3093","6.714","6.2296","7.1041","6.4304","8.1627","7.9628","8.5061","8.4576","7.7699","7.6987","9.9703","10.6791","11.6364","11.8939","13.5742","13.4793","14.3043","12.3549","13.5631","12.8662","14.2718","14.6487","14.0311","13.5984","",
"Nigeria","NGA","Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e)","EN.GHG.CO2.LU.OL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-120.0554","-120.0554","-120.0554","-120.0554","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e)","EN.GHG.CO2.IP.MT.CE.AR5","","","","","","","","","","","0.4631","0.697","0.7357","0.7411","0.7263","0.7315","0.7697","0.7567","0.7714","0.9456","0.9696","1.3674","1.5635","1.4431","1.1796","1.6983","1.8134","1.8408","2.6","2.6652","2.4446","2.7253","2.6373","2.537","1.2781","1.3597","1.8012","1.7416","2.2394","2.085","1.7774","2.5938","2.5435","2.8298","2.8394","2.1213","2.3456","2.858","4.9203","4.6392","4.7346","5.3822","7.2501","8.1994","8.1495","9.0878","10.8345","10.4946","11.4952","11.6029","12.8316","14.6107","15.6658","15.6326","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0295","0.0295","0.0295","0.0295","0.0251","0.0361","0.0566","0.0613","0.0363","0.0789","0.1153","0.156","0.0863","0.121","0.1182","0.1492","0.0819","0.053","0.1037","0.1047","0.0841","0.0651","0.0732","0.0732","0.0786","0.0314","0.0424","0.0508","0.1079","0.1378","0.1293","0.2152","0.104","0.2047","0.1537","0.1623","0.2359","0.1606","0.291","0.1943","0.4904","0.1421","0.333","0.5692","0.3259","0.2617","0.3176","0.6533","0.6065","0.646","0.7779","1.2701","1.4606","1.68","",
"Nigeria","NGA","Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e)","EN.GHG.CH4.PI.MT.CE.AR5","","","","","","","","","","","0.0007","0.0007","0.001","0.0011","0.0014","0.0018","0.0024","0.0023","0.002","0.0021","0.0031","0.0047","0.0069","0.0074","0.0073","0.0066","0.0064","0.006","0.0064","0.0062","0.0058","0.0052","0.0056","0.006","0.0052","0.0058","0.0061","0.0074","0.0074","0.0079","0.0084","0.0083","0.0097","0.0087","0.0111","0.0113","0.0122","0.0128","0.0119","0.0119","0.0155","0.0164","0.0182","0.019","0.0216","0.0224","0.0238","0.0205","0.0227","0.0215","0.0238","0.0243","0.0233","0.0226","",
"Nigeria","NGA","Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CH4.FE.MT.CE.AR5","","","","","","","","","","","114.464","114.4535","136.0293","153.2755","168.0271","133.305","154.8597","156.5241","141.6493","171.8093","154.0815","108.0558","97.8374","93.8976","104.8573","112.86","110.7869","101.5324","109.7289","129.5042","135.564","141.9129","157.033","161.7435","190.4489","212.5233","254.4913","229.6104","205.1856","191.8666","216.09","214.0445","169.4977","192.4764","184.5087","174.6183","155.3649","139.9957","133.6109","127.052","131.6108","137.405","137.6919","125.1268","125.4943","122.0856","107.5234","109.2143","112.0182","117.2932","93.8577","85.3004","75.1317","79.0683","",
"Nigeria","NGA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","182.1897","197.2035","232.0863","262.9186","295.9487","242.4415","276.5558","271.2541","261.3295","323.6888","298.5935","237.6474","225.389","222.8596","235.3751","247.7175","245.0025","232.677","252.3388","278.0425","278.3069","293.9728","318.2612","322.1147","347.2495","379.1837","437.6469","412.4428","380.6212","368.5137","405.3198","412.8968","360.969","397.6897","389.5969","382.5367","356.2792","334.2173","338.6423","321.5825","345.8458","368.0815","372.3841","377.9111","388.3665","382.051","377.916","383.4584","394.3332","408.1431","381.2424","386.7997","380.1625","385.1129","",
"Nigeria","NGA","Disaster risk reduction progress score (1-5 scale; 5=best)","EN.CLC.DRSK.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","",
"Nigeria","NGA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)","EN.ATM.PM25.MC.T2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8648895024312","","","","","99.8648950219857","","","","","99.8584935163457","","","","","99.6961603979546","","","","","99.7617011837508","98.7399151971689","98.9395480956125","98.9919351149422","92.9763095703135","99.8651481420645","99.8656512422242","99.8661611455097","","","","","","","",
"Nigeria","NGA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.902979970588","112.91598182522","115.206416706318","109.596396927842","114.095692182108","114.474512537639","114.236958783068","110.43658062446","100.870904150246","104.610161359061","95.551208223506","97.4337529601961","130.993777278617","119.662417001235","139.603094620336","132.053253001558","126.625553955774","131.280482659633","121.805884036407","111.465965725132","140.756083641038","142.852476524073","149.863259565623","159.895548532563","187.862181575203","200.674585058631","219.234490546382","138.189099785828","139.617321282156","138.391346832216","141.081956971933","142.790930090716","135.603309430584","","",
"Nigeria","NGA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35","1.71","1.66","1.52","1.68","1.66","1.55","1.48","1.54","1.58","1.4","1.38","1.87","1.57","1.73","1.51","1.25","1.24","1.09","0.92","0.98","0.78","0.77","0.72","0.71","0.91","1.09","1.06","1.08","1.05","0.97","0.95","1.08","","",
"Nigeria","NGA","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8","86.5","84.5","86.3","88.6","88","87.1","85.6","87.2","87.2","86","84.5","84.5","82.9","84","83.9","85.8","87.1","85.7","88.1","86","84.1","83.9","81.4","79.9","81.3","81.1","81.6","80.8","80.1","81.8","80.3","","","",
"Nigeria","NGA","Electricity production from oil sources (% of total)","EG.ELC.PETR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6670875733492","11.6114914943178","14.3791290279089","13.464322647363","11.0102375893375","19.0830548022955","20.3964784830388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0476203546138223","0.04597913153457","0.0445801292696012","","","",
"Nigeria","NGA","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5856049914581","41.8648972965342","40.8453552649319","38.414339882799","35.8122464747924","34.6849971621366","33.8607400110817","34.7024880560898","38.2171927734763","38.2124432842315","37.2838688307387","37.3609003540718","37.6773130776974","36.2927589903518","32.9406029089136","32.4518527802147","26.5426343448042","26.3064509315196","25.3332152504096","21.3129411764706","23.0983873890198","20.425664884383","18.2166425237405","15.6384884164783","13.0120481927711","14.268577140953","15.5679929705259","22.1206842390839","20.9845902086458","23.1459625624417","20.2598018549747","20.2897069718724","24.2753527627588","","",
"Nigeria","NGA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4","83.7839584350586","83.8470993041992","83.9070816040039","83.9607467651367","84.0049285888672","84.0364761352539","84.0522232055664","84.0490188598633","84.3","83.8","83.8","83.8","84.9","83.8","83.8","83.9","86.2","84.8","84.1","79.8","87.1","84.5","83.6","84.7","81.5","86","86.8","81.7","83.9","83.9","89.2","89","85","",
"Nigeria","NGA","Access to clean fuels and technologies for cooking, urban (% of urban population)","EG.CFT.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2.1","2.1","2.3","2.4","2.6","2.8","3","3.3","3.8","4.4","5.3","6.5","8.3","10.9","14.6","19.3","24.9","31.1","36.8","41.6","45.35","","",
"Nigeria","NGA","Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","DT.TDS.DPPG.XP.ZS","","","","","","","","","","","","","","","","","","0.7829708621033","0.843985299403","1.44428620455976","1.8119529863291","4.62945006046059","10.9172629700764","17.2812402596356","24.7638561518812","28.317023738413","30.9903203890095","11.6746498976844","28.2255853477134","24.0613878677442","22.2550047687329","21.3939966417062","18.1548939840379","12.837839538058","18.3191854692215","45.1377086601594","40.5007595878565","27.4623441092731","43.9250682083089","6.91256946417755","8.16343835645211","12.4372808059899","7.80573823391024","5.91309163035138","4.45668150416174","15.3988340487024","10.9650321837457","1.43024600767228","0.473123339715679","0.718547259083651","0.366608347625646","0.340237913881466","0.253163818345059","0.391871640473041","0.306204315982035","0.794704949217477","0.893795706076909","0.657280428664942","2.10651984844362","1.92540134041093","3.76050015830478","5.0149462022752","4.12076612323614","5.70402319014488","",
"Nigeria","NGA","Government Effectiveness: Percentile Rank","GE.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.032787322998","","9.8360652923584","","16.9398899078369","","15.1351346969604","20.5405406951904","17.412935256958","20.5882358551025","18.0487804412842","16.019416809082","16.990291595459","8.61244010925293","10.0478467941284","12.7962083816528","15.6398105621338","15.6398105621338","11.5384616851807","15.2380952835083","11.4285717010498","13.8095235824585","11.9047622680664","9.5238094329834","11.9047622680664","13.8095235824585","13.2075471878052","20.2830181121826","",
"Nigeria","NGA","Subsidies and other transfers (current LCU)","GC.XPN.TRFT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Other expense (current LCU)","GC.XPN.OTHR.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Goods and services expense (% of expense)","GC.XPN.GSRV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Taxes on income, profits and capital gains (% of total taxes)","GC.TAX.YPKG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Taxes on international trade (current LCU)","GC.TAX.INTT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Taxes on goods and services (% of revenue)","GC.TAX.GSRV.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Grants and other revenue (% of revenue)","GC.REV.GOTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Net investment in nonfinancial assets (% of GDP)","GC.NFN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13223","","","","","","","","","","","","0.28444","","","","","",
"Nigeria","NGA","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","FX.OWN.TOTL.PL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.206373471593","","","28.076233062629","","","16.054481590596","","","","25.797500270357","","","42.1862354000244",
"Nigeria","NGA","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","FX.OWN.TOTL.60.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1318604402325","","","53.706930281153","","","49.722798847487","","","","53.682456206515","","","74.2769862838096",
"Nigeria","NGA","Claims on other sectors of the domestic economy (% of GDP)","FS.AST.DOMO.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","4","4","3.958333333","4","4","3.25","3.833333333","3.166666667","2.604166667","3.689583333","3.165","3.200833334","1.9375","2.565","1.987500003","0.316666667","0.724166667","0.874166669999999","3.66666667","5.76666667","5.51666667","5.125","6.71666666","8.40833333","7.39166666","6.7025","6.7775","10.625833333","8.07583334","7.47916667","9.58333334","8.1825","8.10083333","6.49666667","5.48249372","7.41583333","7.141666663","6.65083334","3.26833333","6.0325","11.064166667","10.3275","8.38666667","8.7775","7.21083333","7.700833337","9.372814826","7.998847226","7.203184878","6.476070177","8.995394184","7.276284764","6.371186751","6.171994045","",
"Nigeria","NGA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22522152017049","5.38800796858628","11.5810751748252","12.5378277304689","13.7400521363694","10.8261371880017","12.2242413020584","8.49551838265672","8.04741087967908","9.00943498007703","15.6968126387972","16.5022662139641","12.0951065173432","11.3964223378115","13.2460234276598","16.9528457221608","18.8471877843274","24.6595502031139","33.2420966545405",
"Nigeria","NGA","Broad money (% of GDP)","FM.LBL.BMNY.GD.ZS","9.20838361939322","9.40167372356296","9.49036321770195","9.80294163051567","10.8612861230102","11.1651295250351","11.4297022736268","12.2154657482645","14.0538358008075","13.9824428125264","10.9278580594766","10.0420224762419","10.9128476533118","11.1830291553756","13.2228116710875","17.5856598708238","19.9490412912336","22.8533571534911","20.8609547055724","22.9511558538404","28.6252237345828","10.9388019789646","11.1998415889468","11.9900335901841","12.8080567581196","12.326532098608","11.9144073554554","11.8094550583756","12.1685472042652","10.4543243694788","11.6353717588205","13.3998805797521","14.2473842678947","15.7877165842118","15.0919364078861","10.2819127169307","9.06332881813765","9.72526941888366","10.9390346911727","12.7633944053325","14.6696313737072","15.9009677066124","13.5269974309959","13.0265864686541","11.7587859589613","11.3005138135141","11.728970990403","19.2910852561516","23.8118714049568","25.1441564158627","21.3558473864794","22.4790459818829","24.9282309403592","25.4480451128873","22.6896110241531","22.366826541931","27.3787883574183","24.7814178638797","25.3624627316228","23.9296085965377","25.2216111593076","25.2414301100672","25.7886818759233","","",
"Nigeria","NGA","Net foreign assets (current LCU)","FM.AST.NFRG.CN","221000000","223600000","203500000","153571429.995","132171429.995","159671429.995","137700002.35174","55200002.35174","79607145.2117301","94214288.9486401","153614293.73184","280028583.5574","243657159.50154","414141050.32145","3498200491.42226","3665287764.57241","3329435136.43759","2889282566.32444","1420065095.46252","3228271415.94897","5606830536.25863","2556247142.10738","1057254947.58008","807633352.417429","1422934795.66764","1815918758.69541","4463376534.32836","6864857386.3354","7974192435.76017","18296224651.8745","41316247750.6751","54054887476.3314","9172099304.65648","8584315773.1262","-4360000000","61209680965.3467","193687122497.513","189613009977.441","203226345183.693","646203103344.031","1164931110162.41","1325342274469.87","1255210993881.06","1356362876765.96","2612377487798.93","3865390527278.96","6188682752642.74","7310443611774.29","8597230056660.66","7287924931711.25","6195140940515.85","6643739390318.71","8715631856716.68","8262158068561.8","6744364483462.5","5324502075402.54","7852067564389.42","10977201244971.6","11838398281155.1","5943983314426.01","8958596633736.06","9310435523105.31","3785140649342.2","","",
